SAMPLE ID	IGSN	SOURCE	REFERENCE	CRUISE ID	LATITUDE	LONGITUDE	LOC PREC	MIN AGE	AGE	MAX AGE	MATERIAL	TYPE	COMPOSITION	ROCK NAME	MINERAL	SIO2	TIO2	AL2O3	CR2O3	FE2O3	FE2O3T	FEO	FEOT	NIO	MNO	MGO	CAO	NA2O	K2O	P2O5	BAO	LOI	H2O	H2O_M	H2O_P	SO3	V2O3	ZNO	FE	MN	NI	CO	CU	CD	ZN	AS	AG	S	AL	CA	MG	SR87_SR86	SR87_SR86_INI	RB87_SR86	ND143_ND144	SM147_ND144	PB206_PB204	PB207_PB204	PB208_PB204	BE10	BE10_BE9	SR87_SR86_INI	AR	AR39	AR40	AR38_AR36	AR40_AR36	AR40_AR39	LA	CE	PR	ND	SM	EU	GD	TB	DY	HO	ER	TM	YB	LU	CO2	F	CL	OH	U238_PB204	TH232_PB204	RA	AG	AL	AS	AU	B	BA	BE	BI	BR	C	CA	CD	CO	CR	CS	CU	GA	GER	HF	HG	I	INDIUM	K	LI	MG	MN	MO	NA	NB	NI	P	PB	PD	RB	RE	S	SB	SC	SE	SN	SR	TA	TE	TH	TI	TL	U	V	W	Y	ZN	ZR	TI	AS	AS	GER	H2O_M	H2O_P	H2O_M	H2O_P	INDIUM
VQ-11		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		73.473	0.433	14.006					1.615		0.044	0.276	0.967	4.679	4.449	0.058																																																							0.1641																																																																	
VQ-11		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		73.114	0.451	14.131					1.557		0.029	0.222	0.774	4.677	4.978	0.068																																																							0.3378																																																																	
VQ-11		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		72.845	0.397	14.68					1.359			0.203	0.922	5.074	4.451	0.069																																																							0.2476																																																																	
VQ-11		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		73.161	0.432	14.192					1.49		0.059	0.245	0.967	4.86	4.532	0.062																																																							0.1617																																																																	
VQ-11		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		68.508	0.255	17.832					1.145		0.024	0.235	2.398	6.557	2.967	0.079																																																							0.0985																																																																	
VQ-11		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		71.046	0.324	16.146					1.041		0.027	0.142	1.416	6.284	3.527	0.047																																																							0.1365																																																																	
VQ-11		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		72.376	0.391	14.98					1.222		0.031	0.165	1.1	5.437	4.236	0.063																																																							0.1466																																																																	
Q-157		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.152	0.602	16.113					3.363		0.09	1.094	2.721	5.411	3.233	0.221																																																																																																																								
Q-34		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																											9	4.5	2		48																								25	52		25	5.2	1.1	5.3	0.7				0.4	2.5	0.4													638							4.5	3	5.2	2			6.8										6	9				107			0.7	8			277	0.6		12			2.8	29			48	272									
Q-34		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																																																																											1338						690																																						14.37			3.88														
17-A		GEOROC	VERGARA, M. M.; MORATA, D.; HICKEY-VARGAS, R.; LOPEZ-ESCOBAR, L.; BECCAR, I., 1999		-35.67	-71.2	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		74.363	0.476	11.895					4.145		0.083	0.818	3.158	3.986	0.973	0.104		2.65									14	7	29		82																								9	21		15	4.24	1.15	4.95		6.11	1.36	3.95		4.04	0.63													260							7	1.1		29			4										7	14				5				16			153							16		39	82	140									
090283-3		GEOROC	HICKEY-VARGAS, R.; HOLBIK, S.; TORMEY, D. R.; FREY, F. A.; MORENO-ROA, HUGO, 2016		-35.58	-70.85	0.01				igneous	volcanic	felsic	dacite		72.125	0.371	14.363					2.951		0.09	0.732	2.608	4.082	2.568	0.11			0.48																																																																																																																					
Q-05		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																											9	3.8	8		43																								24	50		20	4.9	1	5.2	0.6				0.4	2.5	0.4													622							3.8	0	5.2	8			6.6										6	9				106			0.7	7			262	0.6		12			2.9	28			43	260									
Q-05		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																											9		8		43																								25	49		25	4.3	1	5.6	0.7				0.4	2.5	0.4													622								0	5.1	8			6.4										6	9				101				7			262			12			2.5	28			43	260									
Q-05		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																											9		8		43																								26	51		25	4.6	1	4.8	0.8				0.4	2.5	0.4													622								0	5.4	8			6.8										6	9				106				8			262			13			3.9	28			43	260									
18-V		GEOROC	VERGARA, M. M.; MORATA, D.; HICKEY-VARGAS, R.; LOPEZ-ESCOBAR, L.; BECCAR, I., 1999		-35.67	-71.2	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		68.857	0.58	13.916					5.536		0.124	1.294	3.251	5.084	1.222	0.135		2.6									17	10	24		102																								11	27		19	5.46	1.53	6.61		7.94	1.71	4.98		4.87	0.74													283							10	15		24			4										2	17								20			166							18		45	102	164									
Q-06		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite																											10		1		48																																																		659								0		1													6	10											274							27			48	267									
Q-06		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite																																																																											1376						705.6																																						14.8			4.07														
Q-06		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite																									3472.61				0.568458		7.65896																								9.94461	13.0701	1.34844	4.56675	0.534151	1.96575	0.363295	0.0356025	0.2028	0.0302178		0.0127983	0.0920166	0.0128073													680.659									0.361364	0.568458			0.398057				7479.47					96742.4	0.523926			8.61321	567.776	6.88875				0.286047			1293.74	0.465536		0.476214						1.07489	7.65896	16.5191									
060283-8		GEOROC	HICKEY-VARGAS, R.; HOLBIK, S.; TORMEY, D. R.; FREY, F. A.; MORENO-ROA, HUGO, 2016		-35.58	-70.85	0.01				igneous	volcanic	felsic	dacite		63.728	0.713	16.715					4.589		0.1	2.108	4.357	4.959	2.57	0.161			0.19																																																																																																																					
Q-172		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		68.042	0.582	15.894					3.112		0.08	0.924	2.339	5.402	3.414	0.211																																																																																																																								
VQ-06		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite		67.795	0.576	16.072					3.179		0.093	0.977	2.552	5.319	3.282	0.154											12		10		61																								22	52		24																							608								18		10	19												8	12		20		103				9			282			11				44		24	61	255									
VQ-06		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite																																																																											1210						668.3																																						13.05			3.59														
VQ-37D 250-500		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01				igneous	volcanic	felsic	dacite																									2999.32				0.459327		6.65351																								8.11732	11.2043	1.19669	4.17504	0.551156	1.50963	0.395683	0.0398047	0.262031	0.0414958		0.0179312	0.13858	0.0247848													559.674									0.321765	0.459327			0.486058				6818.99					72663.1	0.508788			7.34632	250.757	8.8956				0.442234			985.433	0.18184		0.590434			0.08481			1.38144	6.65351	21.4729									
Q-10		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																												4.5																											24	51		26	4.9	1	5.7	0.6				0.3	2.4	0.4													594							4.5	2	5.1				6.6										5					99			0.6	8			275	0.6		12			2.8	28				260									
Q-10		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																																																							24	51		26	4.3	1.1	0	0.7				0.4	2.6	0.4													594								2	5.2				6.8										5					98				8			275			12			2.7	28				260									
Q-21		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																											8	3.9	6		47																								24	49		22	5	1		0.7					2.5	0.4													625							3.9	1	5.1	6			6.4										5	8				105			0.7	7			272	0.6		12			3	27			47	260									
Q-03		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																											19		24		57																								21	44		23	4	1	4	0.7				0.5	2.3	0.3													513								13	5.4	24			5.7										8	19				86				12			372			10			2.9	26			57	222									
Q-03		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																											19		24		57																								22	44		29	4.2	1	5.1	0.7				0.3	2.3	0.4													513								13	5.3	24			5.7										8	19				86				12			372			10			2.7	26			57	222									
VQ-26D		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		65.124	0.652	16.383					4.159		0.102	1.733	3.905	4.944	2.834	0.163											8		28		64																								20	39		21																							545								22		28	17												6	8		14		86				11			361			10				82		24	64	222									
060283-5		GEOROC	HICKEY-VARGAS, R.; HOLBIK, S.; TORMEY, D. R.; FREY, F. A.; MORENO-ROA, HUGO, 2016		-35.58	-70.85	0.01				igneous	volcanic	felsic	dacite		68.294	0.474	15.984					3.26		0.081	0.888	2.563	5.035	3.239	0.182			0.19								2.3	4.6			59.4																								24.2	53		24.2	4.94	1.12		0.56					2.59	0.37													617							4.6	2.9	5.7		17.5		6.47										7.1	2.3				105				8.5			277	0.54		11.9				34.9		24.8	59.4	289									
Q-156		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.818	0.582	15.895					3.223		0.09	0.944	2.5	5.452	3.334	0.161																																																																																																																								
VQ-36		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.693	0.579	16.052					3.282		0.091	0.985	2.672	5.242	3.251	0.152											8		15		61																								24	56		25																							617								18		15	18												7	8		16		102				8			294			10				46		24	61	247									
Q-82		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																											8		3		41																																																		672								1		3													9	8											209							29			41	273									
VQ-37D		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite		68.274	0.555	15.935					3.023		0.093	0.884	2.426	5.295	3.372	0.144											4		12		60																								24	50		23																							620								8		12	18												6	4		17		105				7			266			12				36		24	60	255									
VQ-37D		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite																																																																											1317						673.9																																						14.23			3.85														
VQ-37D 125-250		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01				igneous	volcanic	felsic	dacite																									3375.44				0.530022		8.35197																								8.88046	12.6445	1.39328	4.82938	0.694717	1.40942	0.492163	0.0558079	0.379548	0.0667043		0.0277502	0.229458	0.0385121													538.639									0.708265	0.530022			0.82751				7733.17					74910.2	0.897654			7.65437	364.366	12.9604				0.721429			988.6	0.229074		1.15363			0.209088			2.1639	8.35197	32.2639									
Q-169		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.845	0.592	15.902					3.233		0.09	0.964	2.44	5.401	3.333	0.201																																																																																																																								
Q-181		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.276	0.592	16.076					3.424		0.09	1.044	2.711	5.362	3.203	0.221																																																																																																																								
Q-168		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.597	0.582	15.996					3.243		0.09	1.014	2.601	5.372	3.283	0.221																																																																																																																								
VQ-41		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.893	0.562	16.058					3.159		0.092	0.951	2.586	5.264	3.291	0.143											5		9		62																								22	49		25																							609								12		9	17												6	5		17		104				8			283			12				43		25	62	247									
Q-179		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.025	0.592	16.166					3.484		0.09	1.074	2.812	5.422	3.143	0.191																																																																																																																								
VQ-09		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		62.396	0.72	16.937					5.068		0.111	2.433	5.179	4.602	2.372	0.182											36		39		69																								15	41		21																							479								69		39	19												7	36		14		69				16			461			5				123		22	69	187									
070283-5		GEOROC	HICKEY-VARGAS, R.; HOLBIK, S.; TORMEY, D. R.; FREY, F. A.; MORENO-ROA, HUGO, 2016		-35.5	-70.82	0.01				igneous	volcanic	felsic	dacite		68.22	0.716	15.633					3.449		0.121	0.767	2.219	5.466	3.217	0.192			0.16								2.7	2.9			70.2																								25.6	60.3		28.7	5.67	1.37		0.75					2.89	0.43													645							2.9	3.1	5.2		18.6		6.05										7.5	2.7				99				10.4			248	0.53		10.2				21.1		28.5	70.2	271									
VQ-24D		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		66.636	0.613	16.161					3.665		0.092	1.337	3.144	5.105	3.093	0.153											20		16		62																								25	54		25																							578								33		16	19												8	20		17		97				10			316			10				62		25	62	243									
VQ-20		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite		68.472	0.544	15.913					2.955		0.092	0.872	2.339	5.284	3.386	0.144											10		11		59																								24	52		24																							618								10		11	20												8	10		19		108				8			265			11				37		24	59	256									
VQ-20		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01	-0.000163	-0.000163	-0.000163	igneous	volcanic	felsic	dacite																																																																											1117						628.3																																						12.18			3.33														
VQ-23		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		68.251	0.553	15.977					3.032		0.092	0.901	2.397	5.315	3.339	0.143											8		12		61																								24	49		24																							621								6		12	19												7	8		20		105				7			272			12				36		24	61	255									
VQ-23		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite																																																																											1112						632.8																																						11.98			3.27														
VQ-35		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		67.872	0.579	15.978					3.21		0.091	0.975	2.57	5.282	3.291	0.152											5		16		64																								23	52		23																							619								9		16	17												7	5		17		104				9			277			11				43		25	64	257									
VQ-22D 125-250		GEOROC	RUPRECHT, P.; COOPER, KARI M., 2012		-35.58	-70.85	0.01				igneous	volcanic	felsic	dacite																									2521.39				1.80924		5.31354																								7.12278	9.26887	0.974003	3.31108	0.409275	1.49236	0.263482	0.0249429	0.143	0.0223081		0.00684876	0.0578781	0.00743545													510.248									0.17785	1.80924			0.180221				5262.6					71140	0.213947			6.33585	545.055	4.19463				0.207272			942.252	0.21061		0.270683			0.00883893			0.709292	5.31354	7.70222									
Q-199		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		65.807	0.635	16.225					4.192		0.101	1.491	3.497	4.867	2.963	0.222																																																																																																																								
Q-170		GEOROC	RUPRECHT, P.; BERGANTZ, G. W.; COOPER, KARI M.; HILDRETH, R. A., 2012		-35.58	-70.85	0.01	-0.002	0.0049	0.0118	igneous	volcanic	felsic	dacite		63.287	0.713	16.695					4.779		0.11	2.279	4.397	4.949	2.59	0.201																																																																																																																								
